visitorid,itemid,recommendation_score
1011708,358819,4.0
1011708,337166,1.0
1011708,301547,1.0
1011708,118633,1.0
1011708,39207,1.0
1011708,69081,1.0
1011708,143316,1.0
1011708,256694,1.0
1011708,97890,1.0
1011708,55072,1.0
1012297,358819,4.0
1012297,337166,1.0
1012297,301547,1.0
1012297,118633,1.0
1012297,39207,1.0
1012297,69081,1.0
1012297,143316,1.0
1012297,256694,1.0
1012297,97890,1.0
1012297,55072,1.0
1012483,358819,4.0
1012483,337166,1.0
1012483,301547,1.0
1012483,118633,1.0
1012483,39207,1.0
1012483,69081,1.0
1012483,143316,1.0
1012483,256694,1.0
1012483,97890,1.0
1012483,55072,1.0
1012594,358819,4.0
1012594,337166,1.0
1012594,301547,1.0
1012594,118633,1.0
1012594,39207,1.0
1012594,69081,1.0
1012594,143316,1.0
1012594,256694,1.0
1012594,97890,1.0
1012594,55072,1.0
1012693,358819,4.0
1012693,118633,1.0
1012693,114668,1.0
1012693,39207,1.0
1012693,143316,1.0
1012693,256694,1.0
1012693,97890,1.0
1012693,55072,1.0
1012693,311886,1.0
1012693,380693,1.0
1012737,358819,4.0
1012737,337166,1.0
1012737,301547,1.0
1012737,118633,1.0
1012737,39207,1.0
1012737,69081,1.0
1012737,143316,1.0
1012737,256694,1.0
1012737,97890,1.0
1012737,55072,1.0
1013116,358819,4.0
1013116,337166,1.0
1013116,301547,1.0
1013116,118633,1.0
1013116,39207,1.0
1013116,69081,1.0
1013116,143316,1.0
1013116,256694,1.0
1013116,97890,1.0
1013116,55072,1.0
1013315,358819,4.0
1013315,337166,1.0
1013315,301547,1.0
1013315,118633,1.0
1013315,39207,1.0
1013315,69081,1.0
1013315,143316,1.0
1013315,256694,1.0
1013315,97890,1.0
1013315,55072,1.0
1013344,358819,4.0
1013344,118633,1.0
1013344,200362,1.0
1013344,39207,1.0
1013344,143316,1.0
1013344,256694,1.0
1013344,97890,1.0
1013344,55072,1.0
1013344,311886,1.0
1013344,380693,1.0
1013367,358819,4.0
1013367,337166,1.0
1013367,301547,1.0
1013367,118633,1.0
1013367,39207,1.0
1013367,69081,1.0
1013367,143316,1.0
1013367,256694,1.0
1013367,97890,1.0
1013367,55072,1.0
1013508,358819,4.0
1013508,337166,1.0
1013508,301547,1.0
1013508,118633,1.0
1013508,39207,1.0
1013508,69081,1.0
1013508,143316,1.0
1013508,256694,1.0
1013508,97890,1.0
1013508,55072,1.0
1013653,358819,4.0
1013653,118633,1.0
1013653,39207,1.0
1013653,143316,1.0
1013653,256694,1.0
1013653,97890,1.0
1013653,55072,1.0
1013653,311886,1.0
1013653,380693,1.0
1013653,202168,1.0
1013710,358819,4.0
1013710,337166,1.0
1013710,301547,1.0
1013710,118633,1.0
1013710,39207,1.0
1013710,69081,1.0
1013710,143316,1.0
1013710,256694,1.0
1013710,97890,1.0
1013710,55072,1.0
1014257,358819,4.0
1014257,337166,1.0
1014257,301547,1.0
1014257,118633,1.0
1014257,39207,1.0
1014257,69081,1.0
1014257,143316,1.0
1014257,256694,1.0
1014257,97890,1.0
1014257,55072,1.0
1014430,358819,4.0
1014430,337166,1.0
1014430,301547,1.0
1014430,118633,1.0
1014430,39207,1.0
1014430,69081,1.0
1014430,143316,1.0
1014430,256694,1.0
1014430,97890,1.0
1014430,55072,1.0
1014850,358819,4.0
1014850,39207,1.0
1014850,143316,1.0
1014850,256694,1.0
1014850,97890,1.0
1014850,55072,1.0
1014850,311886,1.0
1014850,380693,1.0
1014850,202168,1.0
1014850,296217,1.0
1014869,358819,4.0
1014869,337166,1.0
1014869,301547,1.0
1014869,118633,1.0
1014869,39207,1.0
1014869,69081,1.0
1014869,143316,1.0
1014869,256694,1.0
1014869,97890,1.0
1014869,55072,1.0
1014978,358819,4.0
1014978,220237,1.0
1014978,75033,1.0
1014978,238650,1.0
1014978,321741,1.0
1014978,118633,1.0
1014978,392715,1.0
1014978,39207,1.0
1014978,143316,1.0
1014978,256694,1.0
1015043,358819,4.0
1015043,337166,1.0
1015043,301547,1.0
1015043,118633,1.0
1015043,39207,1.0
1015043,69081,1.0
1015043,143316,1.0
1015043,256694,1.0
1015043,97890,1.0
1015043,55072,1.0
1015050,358819,4.0
1015050,337166,1.0
1015050,301547,1.0
1015050,118633,1.0
1015050,39207,1.0
1015050,69081,1.0
1015050,143316,1.0
1015050,256694,1.0
1015050,97890,1.0
1015050,55072,1.0
1015221,358819,4.0
1015221,337166,1.0
1015221,301547,1.0
1015221,118633,1.0
1015221,39207,1.0
1015221,69081,1.0
1015221,143316,1.0
1015221,256694,1.0
1015221,97890,1.0
1015221,55072,1.0
1015247,358819,4.0
1015247,337166,1.0
1015247,301547,1.0
1015247,118633,1.0
1015247,39207,1.0
1015247,69081,1.0
1015247,143316,1.0
1015247,256694,1.0
1015247,97890,1.0
1015247,55072,1.0
1015315,358819,4.0
1015315,337166,1.0
1015315,301547,1.0
1015315,118633,1.0
1015315,39207,1.0
1015315,69081,1.0
1015315,143316,1.0
1015315,256694,1.0
1015315,97890,1.0
1015315,55072,1.0
1015473,358819,4.0
1015473,337166,1.0
1015473,301547,1.0
1015473,118633,1.0
1015473,39207,1.0
1015473,69081,1.0
1015473,143316,1.0
1015473,256694,1.0
1015473,97890,1.0
1015473,55072,1.0
1015623,358819,4.0
1015623,337166,1.0
1015623,301547,1.0
1015623,118633,1.0
1015623,39207,1.0
1015623,69081,1.0
1015623,143316,1.0
1015623,256694,1.0
1015623,97890,1.0
1015623,55072,1.0
1015816,358819,4.0
1015816,337166,1.0
1015816,301547,1.0
1015816,118633,1.0
1015816,39207,1.0
1015816,69081,1.0
1015816,143316,1.0
1015816,256694,1.0
1015816,97890,1.0
1015816,55072,1.0
1016226,358819,4.0
1016226,337166,1.0
1016226,301547,1.0
1016226,118633,1.0
1016226,39207,1.0
1016226,69081,1.0
1016226,143316,1.0
1016226,256694,1.0
1016226,97890,1.0
1016226,55072,1.0
1016369,358819,4.0
1016369,337166,1.0
1016369,301547,1.0
1016369,118633,1.0
1016369,39207,1.0
1016369,69081,1.0
1016369,143316,1.0
1016369,256694,1.0
1016369,97890,1.0
1016369,55072,1.0
1016741,358819,4.0
1016741,337166,1.0
1016741,301547,1.0
1016741,118633,1.0
1016741,39207,1.0
1016741,69081,1.0
1016741,143316,1.0
1016741,256694,1.0
1016741,97890,1.0
1016741,55072,1.0
1016971,358819,4.0
1016971,118633,1.0
1016971,39207,1.0
1016971,143316,1.0
1016971,256694,1.0
1016971,97890,1.0
1016971,55072,1.0
1016971,311886,1.0
1016971,380693,1.0
1016971,202168,1.0
1017221,358819,4.0
1017221,264179,1.0
1017221,228068,1.0
1017221,327142,1.0
1017221,366525,1.0
1017221,260452,1.0
1017221,375789,1.0
1017221,118633,1.0
1017221,39207,1.0
1017221,143316,1.0
1018175,119736,91.0
1018175,409804,35.0
1018175,213834,34.0
1018175,439963,32.0
1018175,355994,31.0
1018175,235559,27.0
1018175,338395,25.0
1018175,65021,25.0
1018175,282385,22.0
1018175,442725,21.0
1018369,358819,4.0
1018369,337166,1.0
1018369,301547,1.0
1018369,118633,1.0
1018369,39207,1.0
1018369,69081,1.0
1018369,143316,1.0
1018369,256694,1.0
1018369,97890,1.0
1018369,55072,1.0
1018399,358819,4.0
1018399,337166,1.0
1018399,301547,1.0
1018399,118633,1.0
1018399,39207,1.0
1018399,69081,1.0
1018399,143316,1.0
1018399,256694,1.0
1018399,97890,1.0
1018399,55072,1.0
1018459,358819,4.0
1018459,337166,1.0
1018459,301547,1.0
1018459,118633,1.0
1018459,39207,1.0
1018459,69081,1.0
1018459,143316,1.0
1018459,256694,1.0
1018459,97890,1.0
1018459,55072,1.0
1018641,119736,91.0
1018641,409804,35.0
1018641,213834,34.0
1018641,439963,32.0
1018641,355994,30.0
1018641,235559,27.0
1018641,338395,25.0
1018641,65021,25.0
1018641,282385,22.0
1018641,182407,21.0
1018803,358819,4.0
1018803,337166,1.0
1018803,301547,1.0
1018803,118633,1.0
1018803,39207,1.0
1018803,69081,1.0
1018803,143316,1.0
1018803,256694,1.0
1018803,97890,1.0
1018803,55072,1.0
1018912,358819,4.0
1018912,118633,1.0
1018912,39207,1.0
1018912,143316,1.0
1018912,256694,1.0
1018912,97890,1.0
1018912,55072,1.0
1018912,311886,1.0
1018912,380693,1.0
1018912,202168,1.0
1018994,119736,91.0
1018994,409804,35.0
1018994,213834,34.0
1018994,439963,32.0
1018994,355994,30.0
1018994,235559,27.0
1018994,65021,25.0
1018994,338395,25.0
1018994,282385,22.0
1018994,442725,21.0
1019099,358819,4.0
1019099,337166,1.0
1019099,301547,1.0
1019099,118633,1.0
1019099,39207,1.0
1019099,69081,1.0
1019099,143316,1.0
1019099,256694,1.0
1019099,97890,1.0
1019099,55072,1.0
1019304,358819,4.0
1019304,337166,1.0
1019304,301547,1.0
1019304,118633,1.0
1019304,39207,1.0
1019304,69081,1.0
1019304,143316,1.0
1019304,256694,1.0
1019304,97890,1.0
1019304,55072,1.0
1019531,358819,4.0
1019531,118633,1.0
1019531,39207,1.0
1019531,143316,1.0
1019531,256694,1.0
1019531,97890,1.0
1019531,55072,1.0
1019531,311886,1.0
1019531,380693,1.0
1019531,202168,1.0
1019841,358819,4.0
1019841,337166,1.0
1019841,301547,1.0
1019841,118633,1.0
1019841,39207,1.0
1019841,69081,1.0
1019841,143316,1.0
1019841,256694,1.0
1019841,97890,1.0
1019841,55072,1.0
1021007,358819,4.0
1021007,337166,1.0
1021007,301547,1.0
1021007,118633,1.0
1021007,39207,1.0
1021007,69081,1.0
1021007,143316,1.0
1021007,256694,1.0
1021007,97890,1.0
1021007,55072,1.0
1021233,358819,4.0
1021233,337166,1.0
1021233,301547,1.0
1021233,118633,1.0
1021233,39207,1.0
1021233,69081,1.0
1021233,143316,1.0
1021233,256694,1.0
1021233,97890,1.0
1021233,55072,1.0
1021614,358819,4.0
1021614,337166,1.0
1021614,301547,1.0
1021614,118633,1.0
1021614,39207,1.0
1021614,69081,1.0
1021614,143316,1.0
1021614,256694,1.0
1021614,97890,1.0
1021614,55072,1.0
1021888,358819,4.0
1021888,337166,1.0
1021888,301547,1.0
1021888,118633,1.0
1021888,39207,1.0
1021888,69081,1.0
1021888,143316,1.0
1021888,256694,1.0
1021888,97890,1.0
1021888,55072,1.0
1021904,358819,4.0
1021904,337166,1.0
1021904,301547,1.0
1021904,118633,1.0
1021904,39207,1.0
1021904,69081,1.0
1021904,143316,1.0
1021904,256694,1.0
1021904,97890,1.0
1021904,55072,1.0
1022155,358819,4.0
1022155,337166,1.0
1022155,301547,1.0
1022155,118633,1.0
1022155,39207,1.0
1022155,69081,1.0
1022155,143316,1.0
1022155,256694,1.0
1022155,97890,1.0
1022155,55072,1.0
1022344,358819,4.0
1022344,337166,1.0
1022344,301547,1.0
1022344,118633,1.0
1022344,39207,1.0
1022344,69081,1.0
1022344,143316,1.0
1022344,256694,1.0
1022344,97890,1.0
1022344,55072,1.0
1022882,358819,4.0
1022882,337166,1.0
1022882,301547,1.0
1022882,118633,1.0
1022882,39207,1.0
1022882,69081,1.0
1022882,143316,1.0
1022882,256694,1.0
1022882,97890,1.0
1022882,55072,1.0
1023240,358819,4.0
1023240,337166,1.0
1023240,301547,1.0
1023240,118633,1.0
1023240,39207,1.0
1023240,69081,1.0
1023240,143316,1.0
1023240,256694,1.0
1023240,97890,1.0
1023240,55072,1.0
1023569,358819,4.0
1023569,39207,1.0
1023569,143316,1.0
1023569,256694,1.0
1023569,97890,1.0
1023569,55072,1.0
1023569,311886,1.0
1023569,380693,1.0
1023569,202168,1.0
1023569,296217,1.0
1023832,358819,4.0
1023832,337166,1.0
1023832,301547,1.0
1023832,118633,1.0
1023832,39207,1.0
1023832,69081,1.0
1023832,143316,1.0
1023832,256694,1.0
1023832,97890,1.0
1023832,55072,1.0
1024162,171878,13.0
1024162,358819,4.0
1024162,10572,2.0
1024162,266965,2.0
1024162,28072,1.0
1024162,165445,1.0
1024162,87081,1.0
1024162,293733,1.0
1024162,38751,1.0
1024162,333039,1.0
1024875,358819,4.0
1024875,227318,1.0
1024875,39207,1.0
1024875,143316,1.0
1024875,256694,1.0
1024875,97890,1.0
1024875,55072,1.0
1024875,311886,1.0
1024875,380693,1.0
1024875,202168,1.0
1025652,358819,4.0
1025652,337166,1.0
1025652,301547,1.0
1025652,118633,1.0
1025652,39207,1.0
1025652,69081,1.0
1025652,143316,1.0
1025652,256694,1.0
1025652,97890,1.0
1025652,55072,1.0
1025988,358819,4.0
1025988,337166,1.0
1025988,301547,1.0
1025988,118633,1.0
1025988,39207,1.0
1025988,69081,1.0
1025988,143316,1.0
1025988,256694,1.0
1025988,97890,1.0
1025988,55072,1.0
1026242,358819,4.0
1026242,337166,1.0
1026242,301547,1.0
1026242,118633,1.0
1026242,39207,1.0
1026242,69081,1.0
1026242,143316,1.0
1026242,256694,1.0
1026242,97890,1.0
1026242,55072,1.0
1026545,358819,4.0
1026545,39207,1.0
1026545,257200,1.0
1026545,143316,1.0
1026545,256694,1.0
1026545,97890,1.0
1026545,55072,1.0
1026545,311886,1.0
1026545,380693,1.0
1026545,202168,1.0
1027609,358819,4.0
1027609,187609,3.0
1027609,118633,1.0
1027609,39207,1.0
1027609,143316,1.0
1027609,256694,1.0
1027609,97890,1.0
1027609,55072,1.0
1027609,311886,1.0
1027609,380693,1.0
1027650,358819,4.0
1027650,337166,1.0
1027650,301547,1.0
1027650,118633,1.0
1027650,39207,1.0
1027650,69081,1.0
1027650,143316,1.0
1027650,256694,1.0
1027650,97890,1.0
1027650,55072,1.0
1027914,358819,4.0
1027914,337166,1.0
1027914,301547,1.0
1027914,118633,1.0
1027914,39207,1.0
1027914,69081,1.0
1027914,143316,1.0
1027914,256694,1.0
1027914,97890,1.0
1027914,55072,1.0
1028218,119736,91.0
1028218,409804,35.0
1028218,213834,34.0
1028218,439963,32.0
1028218,355994,30.0
1028218,235559,27.0
1028218,338395,25.0
1028218,65021,25.0
1028218,282385,22.0
1028218,442725,21.0
1028682,358819,4.0
1028682,337166,1.0
1028682,301547,1.0
1028682,118633,1.0
1028682,39207,1.0
1028682,69081,1.0
1028682,143316,1.0
1028682,256694,1.0
1028682,97890,1.0
1028682,55072,1.0
1028993,358819,4.0
1028993,337166,1.0
1028993,301547,1.0
1028993,118633,1.0
1028993,39207,1.0
1028993,69081,1.0
1028993,143316,1.0
1028993,256694,1.0
1028993,97890,1.0
1028993,55072,1.0
1029208,358819,4.0
1029208,337166,1.0
1029208,301547,1.0
1029208,118633,1.0
1029208,39207,1.0
1029208,69081,1.0
1029208,143316,1.0
1029208,256694,1.0
1029208,97890,1.0
1029208,55072,1.0
1029275,358819,4.0
1029275,337166,1.0
1029275,301547,1.0
1029275,118633,1.0
1029275,39207,1.0
1029275,69081,1.0
1029275,143316,1.0
1029275,256694,1.0
1029275,97890,1.0
1029275,55072,1.0
1029904,358819,4.0
1029904,39207,1.0
1029904,143316,1.0
1029904,256694,1.0
1029904,97890,1.0
1029904,55072,1.0
1029904,311886,1.0
1029904,380693,1.0
1029904,202168,1.0
1029904,296217,1.0
1030388,358819,4.0
1030388,337166,1.0
1030388,301547,1.0
1030388,118633,1.0
1030388,39207,1.0
1030388,69081,1.0
1030388,143316,1.0
1030388,256694,1.0
1030388,97890,1.0
1030388,55072,1.0
1030720,358819,4.0
1030720,337166,1.0
1030720,301547,1.0
1030720,118633,1.0
1030720,39207,1.0
1030720,69081,1.0
1030720,143316,1.0
1030720,256694,1.0
1030720,97890,1.0
1030720,55072,1.0
1030736,358819,4.0
1030736,337166,1.0
1030736,301547,1.0
1030736,118633,1.0
1030736,39207,1.0
1030736,69081,1.0
1030736,143316,1.0
1030736,256694,1.0
1030736,97890,1.0
1030736,55072,1.0
1030770,358819,4.0
1030770,337166,1.0
1030770,301547,1.0
1030770,118633,1.0
1030770,39207,1.0
1030770,69081,1.0
1030770,143316,1.0
1030770,256694,1.0
1030770,97890,1.0
1030770,55072,1.0
1031175,358819,4.0
1031175,337166,1.0
1031175,301547,1.0
1031175,118633,1.0
1031175,39207,1.0
1031175,69081,1.0
1031175,143316,1.0
1031175,256694,1.0
1031175,97890,1.0
1031175,55072,1.0
1031371,358819,4.0
1031371,337166,1.0
1031371,301547,1.0
1031371,118633,1.0
1031371,39207,1.0
1031371,69081,1.0
1031371,143316,1.0
1031371,256694,1.0
1031371,97890,1.0
1031371,55072,1.0
1031630,358819,4.0
1031630,337166,1.0
1031630,301547,1.0
1031630,118633,1.0
1031630,39207,1.0
1031630,69081,1.0
1031630,143316,1.0
1031630,256694,1.0
1031630,97890,1.0
1031630,55072,1.0
1031695,358819,4.0
1031695,118633,1.0
1031695,39207,1.0
1031695,143316,1.0
1031695,256694,1.0
1031695,97890,1.0
1031695,55072,1.0
1031695,311886,1.0
1031695,380693,1.0
1031695,202168,1.0
1031756,358819,4.0
1031756,39207,1.0
1031756,143316,1.0
1031756,256694,1.0
1031756,97890,1.0
1031756,55072,1.0
1031756,311886,1.0
1031756,380693,1.0
1031756,202168,1.0
1031756,296217,1.0
1032114,119736,91.0
1032114,409804,35.0
1032114,213834,34.0
1032114,439963,32.0
1032114,355994,30.0
1032114,235559,27.0
1032114,65021,25.0
1032114,338395,25.0
1032114,282385,22.0
1032114,442725,21.0
1032123,358819,4.0
1032123,337166,1.0
1032123,301547,1.0
1032123,118633,1.0
1032123,39207,1.0
1032123,69081,1.0
1032123,143316,1.0
1032123,256694,1.0
1032123,97890,1.0
1032123,55072,1.0
1032298,358819,4.0
1032298,337166,1.0
1032298,301547,1.0
1032298,118633,1.0
1032298,39207,1.0
1032298,69081,1.0
1032298,143316,1.0
1032298,256694,1.0
1032298,97890,1.0
1032298,55072,1.0
1032383,358819,4.0
1032383,337166,1.0
1032383,301547,1.0
1032383,118633,1.0
1032383,39207,1.0
1032383,69081,1.0
1032383,143316,1.0
1032383,256694,1.0
1032383,97890,1.0
1032383,55072,1.0
1032436,358819,4.0
1032436,337166,1.0
1032436,301547,1.0
1032436,118633,1.0
1032436,39207,1.0
1032436,69081,1.0
1032436,143316,1.0
1032436,256694,1.0
1032436,97890,1.0
1032436,55072,1.0
1033027,358819,4.0
1033027,39207,1.0
1033027,143316,1.0
1033027,256694,1.0
1033027,97890,1.0
1033027,55072,1.0
1033027,311886,1.0
1033027,380693,1.0
1033027,202168,1.0
1033027,296217,1.0
1033192,358819,4.0
1033192,337166,1.0
1033192,301547,1.0
1033192,118633,1.0
1033192,39207,1.0
1033192,69081,1.0
1033192,143316,1.0
1033192,256694,1.0
1033192,97890,1.0
1033192,55072,1.0
1033582,358819,4.0
1033582,337166,1.0
1033582,301547,1.0
1033582,118633,1.0
1033582,39207,1.0
1033582,69081,1.0
1033582,143316,1.0
1033582,256694,1.0
1033582,97890,1.0
1033582,55072,1.0
1034035,358819,4.0
1034035,39207,1.0
1034035,143316,1.0
1034035,256694,1.0
1034035,97890,1.0
1034035,55072,1.0
1034035,311886,1.0
1034035,380693,1.0
1034035,202168,1.0
1034035,296217,1.0
1034839,358819,4.0
1034839,337166,1.0
1034839,301547,1.0
1034839,118633,1.0
1034839,39207,1.0
1034839,69081,1.0
1034839,143316,1.0
1034839,256694,1.0
1034839,97890,1.0
1034839,55072,1.0
1035445,119736,91.0
1035445,409804,35.0
1035445,213834,34.0
1035445,439963,32.0
1035445,355994,30.0
1035445,235559,27.0
1035445,65021,25.0
1035445,338395,25.0
1035445,282385,22.0
1035445,442725,21.0
1035690,358819,4.0
1035690,337166,1.0
1035690,301547,1.0
1035690,118633,1.0
1035690,39207,1.0
1035690,69081,1.0
1035690,143316,1.0
1035690,256694,1.0
1035690,97890,1.0
1035690,55072,1.0
1037055,358819,4.0
1037055,337166,1.0
1037055,301547,1.0
1037055,118633,1.0
1037055,39207,1.0
1037055,69081,1.0
1037055,143316,1.0
1037055,256694,1.0
1037055,97890,1.0
1037055,55072,1.0
1037503,358819,4.0
1037503,337166,1.0
1037503,301547,1.0
1037503,118633,1.0
1037503,39207,1.0
1037503,69081,1.0
1037503,143316,1.0
1037503,256694,1.0
1037503,97890,1.0
1037503,55072,1.0
1037753,358819,4.0
1037753,337166,1.0
1037753,301547,1.0
1037753,118633,1.0
1037753,39207,1.0
1037753,69081,1.0
1037753,143316,1.0
1037753,256694,1.0
1037753,97890,1.0
1037753,55072,1.0
1037891,358819,4.0
1037891,118633,1.0
1037891,39207,1.0
1037891,143316,1.0
1037891,256694,1.0
1037891,97890,1.0
1037891,55072,1.0
1037891,311886,1.0
1037891,380693,1.0
1037891,202168,1.0
1038069,358819,4.0
1038069,337166,1.0
1038069,301547,1.0
1038069,118633,1.0
1038069,39207,1.0
1038069,69081,1.0
1038069,143316,1.0
1038069,256694,1.0
1038069,97890,1.0
1038069,55072,1.0
1038091,119736,91.0
1038091,409804,35.0
1038091,213834,34.0
1038091,439963,32.0
1038091,355994,30.0
1038091,235559,27.0
1038091,65021,25.0
1038091,338395,25.0
1038091,282385,22.0
1038091,182407,21.0
1038647,358819,4.0
1038647,337166,1.0
1038647,301547,1.0
1038647,118633,1.0
1038647,39207,1.0
1038647,69081,1.0
1038647,143316,1.0
1038647,256694,1.0
1038647,97890,1.0
1038647,55072,1.0
1039071,358819,4.0
1039071,337166,1.0
1039071,301547,1.0
1039071,118633,1.0
1039071,39207,1.0
1039071,69081,1.0
1039071,143316,1.0
1039071,256694,1.0
1039071,97890,1.0
1039071,55072,1.0
1039197,358819,4.0
1039197,337166,1.0
1039197,301547,1.0
1039197,118633,1.0
1039197,39207,1.0
1039197,69081,1.0
1039197,143316,1.0
1039197,256694,1.0
1039197,97890,1.0
1039197,55072,1.0
1039405,358819,4.0
1039405,337166,1.0
1039405,301547,1.0
1039405,118633,1.0
1039405,39207,1.0
1039405,69081,1.0
1039405,143316,1.0
1039405,256694,1.0
1039405,97890,1.0
1039405,55072,1.0
1039568,358819,4.0
1039568,337166,1.0
1039568,301547,1.0
1039568,118633,1.0
1039568,39207,1.0
1039568,69081,1.0
1039568,143316,1.0
1039568,256694,1.0
1039568,97890,1.0
1039568,55072,1.0
1039611,358819,4.0
1039611,337166,1.0
1039611,301547,1.0
1039611,118633,1.0
1039611,39207,1.0
1039611,69081,1.0
1039611,143316,1.0
1039611,256694,1.0
1039611,97890,1.0
1039611,55072,1.0
1039870,119736,91.0
1039870,409804,35.0
1039870,213834,34.0
1039870,439963,32.0
1039870,355994,30.0
1039870,235559,27.0
1039870,338395,25.0
1039870,65021,25.0
1039870,282385,22.0
1039870,182407,21.0
1040073,358819,4.0
1040073,185982,1.0
1040073,291877,1.0
1040073,354233,1.0
1040073,462224,1.0
1040073,118633,1.0
1040073,39207,1.0
1040073,143316,1.0
1040073,256694,1.0
1040073,97890,1.0
1040126,358819,4.0
1040126,337166,1.0
1040126,301547,1.0
1040126,118633,1.0
1040126,39207,1.0
1040126,69081,1.0
1040126,143316,1.0
1040126,256694,1.0
1040126,97890,1.0
1040126,55072,1.0
1040291,358819,4.0
1040291,337166,1.0
1040291,301547,1.0
1040291,118633,1.0
1040291,39207,1.0
1040291,69081,1.0
1040291,143316,1.0
1040291,256694,1.0
1040291,97890,1.0
1040291,55072,1.0
1040512,358819,4.0
1040512,337166,1.0
1040512,301547,1.0
1040512,118633,1.0
1040512,39207,1.0
1040512,69081,1.0
1040512,143316,1.0
1040512,256694,1.0
1040512,97890,1.0
1040512,55072,1.0
1040903,358819,4.0
1040903,118633,1.0
1040903,39207,1.0
1040903,143316,1.0
1040903,256694,1.0
1040903,97890,1.0
1040903,55072,1.0
1040903,311886,1.0
1040903,380693,1.0
1040903,202168,1.0
1040948,358819,4.0
1040948,337166,1.0
1040948,301547,1.0
1040948,118633,1.0
1040948,39207,1.0
1040948,69081,1.0
1040948,143316,1.0
1040948,256694,1.0
1040948,97890,1.0
1040948,55072,1.0
1041078,358819,4.0
1041078,337166,1.0
1041078,301547,1.0
1041078,118633,1.0
1041078,39207,1.0
1041078,69081,1.0
1041078,143316,1.0
1041078,256694,1.0
1041078,97890,1.0
1041078,55072,1.0
1041237,119736,91.0
1041237,409804,35.0
1041237,213834,34.0
1041237,439963,32.0
1041237,355994,30.0
1041237,235559,27.0
1041237,338395,25.0
1041237,65021,25.0
1041237,282385,22.0
1041237,442725,21.0
1041926,358819,4.0
1041926,337166,1.0
1041926,301547,1.0
1041926,118633,1.0
1041926,39207,1.0
1041926,69081,1.0
1041926,143316,1.0
1041926,256694,1.0
1041926,97890,1.0
1041926,55072,1.0
1042138,358819,4.0
1042138,337166,1.0
1042138,301547,1.0
1042138,118633,1.0
1042138,39207,1.0
1042138,69081,1.0
1042138,143316,1.0
1042138,256694,1.0
1042138,97890,1.0
1042138,55072,1.0
1042235,358819,4.0
1042235,337166,1.0
1042235,301547,1.0
1042235,118633,1.0
1042235,39207,1.0
1042235,69081,1.0
1042235,143316,1.0
1042235,256694,1.0
1042235,97890,1.0
1042235,55072,1.0
1042504,358819,4.0
1042504,337166,1.0
1042504,301547,1.0
1042504,118633,1.0
1042504,39207,1.0
1042504,69081,1.0
1042504,143316,1.0
1042504,256694,1.0
1042504,97890,1.0
1042504,55072,1.0
1042629,358819,4.0
1042629,337166,1.0
1042629,301547,1.0
1042629,118633,1.0
1042629,39207,1.0
1042629,69081,1.0
1042629,143316,1.0
1042629,256694,1.0
1042629,97890,1.0
1042629,55072,1.0
1042769,358819,4.0
1042769,337166,1.0
1042769,301547,1.0
1042769,118633,1.0
1042769,39207,1.0
1042769,69081,1.0
1042769,143316,1.0
1042769,256694,1.0
1042769,97890,1.0
1042769,55072,1.0
1042962,358819,4.0
1042962,337166,1.0
1042962,301547,1.0
1042962,118633,1.0
1042962,39207,1.0
1042962,69081,1.0
1042962,143316,1.0
1042962,256694,1.0
1042962,97890,1.0
1042962,55072,1.0
1044287,119736,91.0
1044287,409804,35.0
1044287,213834,34.0
1044287,439963,32.0
1044287,355994,30.0
1044287,235559,27.0
1044287,65021,25.0
1044287,338395,25.0
1044287,282385,22.0
1044287,442725,21.0
1044611,44234,5.0
1044611,143000,4.0
1044611,454446,4.0
1044611,358819,4.0
1044611,19332,1.0
1044611,403,1.0
1044611,155319,1.0
1044611,39207,1.0
1044611,143316,1.0
1044611,256694,1.0
1044715,358819,4.0
1044715,337166,1.0
1044715,301547,1.0
1044715,118633,1.0
1044715,39207,1.0
1044715,69081,1.0
1044715,143316,1.0
1044715,256694,1.0
1044715,97890,1.0
1044715,55072,1.0
1044819,358819,4.0
1044819,337166,1.0
1044819,301547,1.0
1044819,118633,1.0
1044819,39207,1.0
1044819,69081,1.0
1044819,143316,1.0
1044819,256694,1.0
1044819,97890,1.0
1044819,55072,1.0
1044824,358819,4.0
1044824,337166,1.0
1044824,301547,1.0
1044824,118633,1.0
1044824,39207,1.0
1044824,69081,1.0
1044824,143316,1.0
1044824,256694,1.0
1044824,97890,1.0
1044824,55072,1.0
1044997,358819,4.0
1044997,337166,1.0
1044997,301547,1.0
1044997,118633,1.0
1044997,39207,1.0
1044997,69081,1.0
1044997,143316,1.0
1044997,256694,1.0
1044997,97890,1.0
1044997,55072,1.0
1045560,358819,4.0
1045560,337166,1.0
1045560,301547,1.0
1045560,118633,1.0
1045560,39207,1.0
1045560,69081,1.0
1045560,143316,1.0
1045560,256694,1.0
1045560,97890,1.0
1045560,55072,1.0
1045576,358819,4.0
1045576,337166,1.0
1045576,301547,1.0
1045576,118633,1.0
1045576,39207,1.0
1045576,69081,1.0
1045576,143316,1.0
1045576,256694,1.0
1045576,97890,1.0
1045576,55072,1.0
1046153,358819,4.0
1046153,337166,1.0
1046153,301547,1.0
1046153,118633,1.0
1046153,39207,1.0
1046153,69081,1.0
1046153,143316,1.0
1046153,256694,1.0
1046153,97890,1.0
1046153,55072,1.0
1046447,358819,4.0
