visitorid,itemid,recommendation_score,feedback,feedback_score,updated_score,updated_rank,recommendation_score_user,updated_score_user,feedback_score_user,personalization_score,personalized_rank
1172212,311886,1.0,Neutral,0,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1172212,380693,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1172212,202168,1.0,Neutral,0,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1172212,296217,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1172320,340093,1.0,Neutral,0,1.0,1,1.0,1.0,0.625,0.90625,1
1172320,97890,1.0,Like,1,1.0,2,1.0,1.0,0.625,0.90625,2
1172320,55072,1.0,Neutral,0,1.0,3,1.0,1.0,0.625,0.90625,3
1172320,311886,1.0,Like,1,1.0,4,1.0,1.0,0.625,0.90625,4
1172320,380693,1.0,Like,1,1.0,5,1.0,1.0,0.625,0.90625,5
1172320,202168,1.0,Like,1,1.0,6,1.0,1.0,0.625,0.90625,6
1172320,296217,1.0,Neutral,0,1.0,7,1.0,1.0,0.625,0.90625,7
1172320,298545,1.0,Like,1,1.0,8,1.0,1.0,0.625,0.90625,8
1172329,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1172329,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1172329,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1172329,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1172329,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1172329,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1172329,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1172329,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1172329,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1172329,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1172788,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
1172788,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
1172788,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
1172788,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
1172788,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
1172788,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
1172788,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.9,0.975,7
1172788,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
1172788,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
1172788,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
1173072,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
1173072,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
1173072,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
1173072,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
1173072,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
1173072,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
1173072,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
1173072,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
1173072,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
1173072,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
1173695,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.5,0.875,1
1173695,39207,1.0,Neutral,0,1.0,2,1.3,1.0,0.5,0.875,2
1173695,143316,1.0,Like,1,1.0,3,1.3,1.0,0.5,0.875,3
1173695,256694,1.0,Like,1,1.0,4,1.3,1.0,0.5,0.875,4
1173695,97890,1.0,Like,1,1.0,5,1.3,1.0,0.5,0.875,5
1173695,55072,1.0,Like,1,1.0,6,1.3,1.0,0.5,0.875,6
1173695,311886,1.0,Neutral,0,1.0,7,1.3,1.0,0.5,0.875,7
1173695,380693,1.0,Like,1,1.0,8,1.3,1.0,0.5,0.875,8
1173695,202168,1.0,Neutral,0,1.0,9,1.3,1.0,0.5,0.875,9
1173695,296217,1.0,Neutral,0,1.0,10,1.3,1.0,0.5,0.875,10
1173697,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1173697,39207,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1173697,247578,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1173697,143316,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1173697,256694,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1173697,97890,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1173697,55072,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1173697,311886,1.0,Neutral,0,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1173697,380693,1.0,Neutral,0,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1173697,202168,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1174105,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1174105,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1174105,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1174105,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1174105,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1174105,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1174105,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1174105,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1174105,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1174105,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1174180,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
1174180,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
1174180,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
1174180,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
1174180,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
1174180,69081,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
1174180,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
1174180,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
1174180,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
1174180,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
1174303,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
1174303,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
1174303,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
1174303,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
1174303,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
1174303,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.9,0.975,6
1174303,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
1174303,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
1174303,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
1174303,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
1174487,119736,91.0,Like,1,1.0,1,34.2,1.0,1.0,1.0,1
1174487,409804,35.0,Like,1,1.0,2,34.2,1.0,1.0,1.0,2
1174487,213834,34.0,Like,1,1.0,3,34.2,1.0,1.0,1.0,3
1174487,439963,32.0,Like,1,1.0,4,34.2,1.0,1.0,1.0,4
1174487,355994,30.0,Like,1,1.0,5,34.2,1.0,1.0,1.0,5
1174487,235559,27.0,Like,1,1.0,6,34.2,1.0,1.0,1.0,6
1174487,338395,25.0,Like,1,1.0,7,34.2,1.0,1.0,1.0,7
1174487,65021,25.0,Like,1,1.0,8,34.2,1.0,1.0,1.0,8
1174487,282385,22.0,Like,1,1.0,9,34.2,1.0,1.0,1.0,9
1174487,442725,21.0,Like,1,1.0,10,34.2,1.0,1.0,1.0,10
1174788,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1174788,118633,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1174788,39207,1.0,Neutral,0,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1174788,143316,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1174788,256694,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1174788,97890,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1174788,55072,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1174788,311886,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1174788,380693,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1174788,202168,1.0,Neutral,0,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1174873,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
1174873,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
1174873,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
1174873,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
1174873,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
1174873,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
1174873,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
1174873,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
1174873,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
1174873,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
1175031,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1175031,198996,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1175031,39207,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1175031,380169,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1175031,143316,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1175031,256694,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1175031,97890,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1175031,55072,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1175031,311886,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1175031,380693,1.0,Neutral,0,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1175076,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1175076,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1175076,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1175076,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1175076,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1175076,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1175076,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1175076,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1175076,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1175076,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1175654,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
1175654,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
1175654,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
1175654,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
1175654,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
1175654,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
1175654,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
1175654,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.9,0.975,8
1175654,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
1175654,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
1175935,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1175935,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1175935,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1175935,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1175935,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1175935,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1175935,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1175935,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1175935,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1175935,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1176615,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
1176615,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
1176615,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
1176615,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
1176615,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
1176615,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
1176615,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
1176615,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
1176615,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
1176615,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
1176763,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
1176763,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
1176763,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
1176763,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
1176763,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
1176763,69081,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
1176763,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
1176763,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
1176763,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
1176763,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
1176922,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1176922,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1176922,301547,1.0,Neutral,0,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1176922,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1176922,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1176922,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1176922,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1176922,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1176922,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1176922,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1177186,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
1177186,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
1177186,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
1177186,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
1177186,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
1177186,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
1177186,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
1177186,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
1177186,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
1177186,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
1177478,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
1177478,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
1177478,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
1177478,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
1177478,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
1177478,69081,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
1177478,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
1177478,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
1177478,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
1177478,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
1177584,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
1177584,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
1177584,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
1177584,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
1177584,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
1177584,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
1177584,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
1177584,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
1177584,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.9,0.975,9
1177584,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
1178041,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
1178041,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
1178041,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
1178041,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
1178041,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
1178041,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
1178041,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
1178041,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
1178041,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
1178041,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
1178111,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
1178111,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
1178111,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
1178111,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
1178111,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
1178111,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
1178111,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
1178111,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
1178111,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
1178111,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
1178212,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1178212,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1178212,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1178212,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1178212,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1178212,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1178212,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1178212,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1178212,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1178212,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1178980,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
1178980,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
1178980,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
1178980,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
1178980,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
1178980,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
1178980,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
1178980,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
1178980,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
1178980,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
1179201,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
1179201,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
1179201,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
1179201,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
1179201,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
1179201,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
1179201,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
1179201,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
1179201,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
1179201,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
1179472,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
1179472,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
1179472,301547,1.0,Neutral,0,1.0,3,1.3,1.0,0.9,0.975,3
1179472,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
1179472,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
1179472,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
1179472,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
1179472,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
1179472,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
1179472,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
1179755,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
1179755,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
1179755,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
1179755,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
1179755,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
1179755,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
1179755,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
1179755,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
1179755,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
1179755,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
1179963,381613,10.0,Like,1,1.0,1,8.5,1.0,0.9,0.975,1
1179963,338127,10.0,Like,1,1.0,2,8.5,1.0,0.9,0.975,2
1179963,4553,9.0,Neutral,0,1.0,3,8.5,1.0,0.9,0.975,3
1179963,369933,9.0,Like,1,1.0,4,8.5,1.0,0.9,0.975,4
1179963,139706,9.0,Like,1,1.0,5,8.5,1.0,0.9,0.975,5
1179963,264513,9.0,Like,1,1.0,6,8.5,1.0,0.9,0.975,6
1179963,422044,9.0,Like,1,1.0,7,8.5,1.0,0.9,0.975,7
1179963,386704,9.0,Like,1,1.0,8,8.5,1.0,0.9,0.975,8
1179963,200947,9.0,Like,1,1.0,9,8.5,1.0,0.9,0.975,9
1179963,357474,2.0,Like,1,1.0,10,8.5,1.0,0.9,0.975,10
1180406,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
1180406,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
1180406,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
1180406,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
1180406,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
1180406,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
1180406,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.9,0.975,7
1180406,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
1180406,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
1180406,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
1180467,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
1180467,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
1180467,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
1180467,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
1180467,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
1180467,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
1180467,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
1180467,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
1180467,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.9,0.975,9
1180467,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
1180603,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
1180603,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
1180603,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
1180603,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
